,date,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
0,2020-01-26,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418,0.00020101312945096418
1,2020-01-27,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922,0.0006977296257729922
2,2020-01-28,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711,0.001337883260847711
3,2020-01-29,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442,0.002026804031230442
4,2020-01-30,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736,0.00271994285129736
5,2020-01-31,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606,0.0034013932746864606
6,2020-02-01,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715,0.004076336709861715
7,2020-02-02,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388,0.004759968463883388
8,2020-02-03,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124,0.005471646325419124
9,2020-02-04,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571,0.006243468968186571
