c,R (5th July 2020),c/R,R (5th July 2020) (directly proportional to c),Peak date,Peak size,Current,Surge 1 (planned capacity),Surge 2 (planned + Nightingale),Peak date.1,Peak size.1,Current.1,Surge 1 (planned capacity).1,Surge 2 (planned + Nightingale).1
0,0.000601975,0,0,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.02,0.00425209,4.703569304,0.003649283,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.04,0.0079022,5.061881501,0.007298567,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.06,0.0115523,5.193770937,0.01094785,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.08,0.0152024,5.262327001,0.014597133,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.1,0.0188525,5.304336295,0.018246417,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.12,0.0225026,5.332717108,0.0218957,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.14,0.0261527,5.353175772,0.025544983,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.16,0.0298028,5.368623082,0.029194267,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.18,0.0334528,5.380715516,0.03284355,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.2,0.0371029,5.390414226,0.036492833,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.22,0.0407529,5.398388826,0.040142117,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.24,0.044403,5.4050402,0.0437914,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.26,0.048053,5.410692361,0.047440683,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.28,0.0517031,5.415536012,0.051089967,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.3,0.0553531,5.419750655,0.05473925,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.32,0.0590031,5.423443853,0.058388533,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.34,0.0626532,5.426698078,0.062037817,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.36,0.0663032,5.429602191,0.0656871,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.38,0.0699532,5.432203244,0.069336383,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.4,0.0736032,5.434546324,0.072985667,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.42,0.0772532,5.436667996,0.07663495,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.44,0.0809032,5.438598226,0.080284233,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.46,0.0845532,5.440361808,0.083933517,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.48,0.0882031,5.441985599,0.0875828,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.5,0.0918531,5.443474417,0.091232083,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.52,0.0955031,5.444849434,0.094881367,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.54,0.0991531,5.446123218,0.09853065,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.56,0.102803,5.447311849,0.102179933,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.58,0.106453,5.448413854,0.105829217,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.6,0.110103,5.449442794,0.1094785,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.62,0.113753,5.450405704,0.113127783,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.64,0.117403,5.45130874,0.116777067,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.66,0.121053,5.45215732,0.12042635,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.68,0.124703,5.452956224,0.124075633,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.7,0.128353,5.453709691,0.127724917,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.72,0.132002,5.454462811,0.1313742,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.74,0.135652,5.455135199,0.135023483,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.76,0.139302,5.455772351,0.138672767,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.78,0.142952,5.456376966,0.14232205,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.8,0.146602,5.456951474,0.145971333,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.82,0.150252,5.45749807,0.149620617,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.84,0.153902,5.458018739,0.1532699,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.86,0.157552,5.458515284,0.156919183,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.88,0.161201,5.459023207,0.160568467,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.9,0.164851,5.459475526,0.16421775,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.92,0.168501,5.45990825,0.167867033,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.94,0.172151,5.460322624,0.171516317,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.96,0.175801,5.460719791,0.1751656,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
0.98,0.179451,5.461100802,0.178814883,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1,0.183101,5.461466622,0.182464167,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.02,0.18675,5.46184739,0.18611345,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.04,0.1904,5.462184874,0.189762733,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.06,0.19405,5.462509662,0.193412017,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.08,0.1977,5.462822458,0.1970613,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.1,0.20135,5.463123914,0.200710583,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.12,0.204999,5.463441285,0.204359867,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.14,0.208649,5.463721369,0.20800915,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.16,0.212299,5.463991823,0.211658433,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.18,0.215949,5.464253134,0.215307717,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.2,0.219598,5.464530642,0.218957,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.22,0.223248,5.4647746,0.222606283,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.24,0.226898,5.46501071,0.226255567,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.26,0.230548,5.465239343,0.22990485,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.28,0.234197,5.465484186,0.233554133,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.3,0.237847,5.465698537,0.237203417,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.32,0.241497,5.465906409,0.2408527,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
1.34,0.245147,5.46610809,0.244501983,2020-07-04,48.7703,2300,2450,2900,2020-07-04,15.5652,275,420,860
