c,R (5th July 2020),c/R,R (5th July 2020) (directly proportional to c),Peak date,Peak size,Current,Surge 1 (planned capacity),Surge 2 (planned + Nightingale),Peak date.1,Peak size.1,Current.1,Surge 1 (planned capacity).1,Surge 2 (planned + Nightingale).1
0,3.86722E-06,0,0,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.02,0.00309885,6.454007132,0.00309415,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.04,0.00619384,6.458029268,0.0061883,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.06,0.00928882,6.459378048,0.00928245,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.08,0.0123838,6.460052649,0.0123766,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.1,0.0154788,6.46044913,0.01547075,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.12,0.0185738,6.460713478,0.0185649,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.14,0.0216687,6.460932128,0.02165905,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.16,0.0247637,6.461070034,0.0247532,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.18,0.0278587,6.461177298,0.02784735,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.2,0.0309536,6.461283986,0.0309415,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.22,0.0340486,6.461352302,0.03403565,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.24,0.0371435,6.461426629,0.0371298,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.26,0.0402385,6.461473464,0.04022395,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.28,0.0433334,6.461528521,0.0433181,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
0.3,0.0464284,6.46156232,0.04641225,2020-07-04,61.3477,2300,2450,2900,2020-07-04,18.5681,275,420,860
